Object layer (74) :

Object #0 (0x4002)
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #71 (0x489B)
    type = 29 (Giant Ant)
    x = 1520
    y = 368
    width = 32
    height = 16
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #72 (0x48BA)
    type = 29 (Giant Ant)
    x = 1296
    y = 960
    width = 32
    height = 16
    xSpeed = -2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #73 (0x48D9)
    type = 20 (write text small)
    x = 576
    y = 516
    width = 48
    height = 7
    xSpeed = 7
    ySpeed = -1
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 1627455496 to ' Tricky!'

Save data layer : (0x48F8)

Level : 0
Health : 6
Score : 0
Inventory (1)
    #0 : 0

String stack :

    0x493E : '*dan.ddt'
    0x4949 : '*dan.ddt'
    0x4954 : '!'
    0x4958 : '!'
    0x495C : 'GO UP!'
    0x4965 : ' Tricky!'

Starting write background in piture
Done
Starting write object in piture
WARNING : Object type 24 (Locked Door) is ignored at 432/432
WARNING : Object type 15 (Trigger: Touch Trigger) is ignored at 448/448
WARNING : Object type 24 (Locked Door) is ignored at 496/384
WARNING : Object type 15 (Trigger: Touch Trigger) is ignored at 512/400
WARNING : Object type 24 (Locked Door) is ignored at 464/384
WARNING : Object type 15 (Trigger: Touch Trigger) is ignored at 480/400
WARNING : Object type 15 (Trigger: Touch Trigger) is ignored at 880/304
WARNING : Object type 24 (Locked Door) is ignored at 800/224
WARNING : Object type 15 (Trigger: Touch Trigger) is ignored at 816/240
WARNING : Object type 24 (Locked Door) is ignored at 64/480
WARNING : Object type 15 (Trigger: Touch Trigger) is ignored at 80/496
WARNING : Object type 15 (Trigger: Touch Trigger) is ignored at 320/496
WARNING : Object type 15 (Trigger: Touch Trigger) is ignored at 1072/960
WARNING : Object type 15 (Trigger: Touch Trigger) is ignored at 1536/48
WARNING : Object type 12 (Trigger: Checkpoint) is ignored at 1056/960
WARNING : Object type 12 (Trigger: Checkpoint) is ignored at 128/480
WARNING : Object type 12 (Trigger: Checkpoint) is ignored at 0/496
WARNING : Object type 12 (Trigger: Checkpoint) is ignored at 1072/416
WARNING : Object type 15 (Trigger: Touch Trigger) is ignored at 1072/472
WARNING : Object type 24 (Locked Door) is ignored at 1072/468
