Object layer (87) :

Object #0 (0x4002)
    y = 80
    width = 32
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #11 (0x4157)
    type = 14 (Red key)
    x = 1984
    y = 464
    width = 16
    height = 8
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #12 (0x4176)
    type = 28 (Bonus (Hight jump, knif...))
    x = 96
    y = 496
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 8
    flags = 0
    info1 = 0
    pointer = 0
Object #13 (0x4195)
    type = 1 (Apple)
    x = 80
    y = 480
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #14 (0x41B4)
    type = 45 (Hive)
    x = 464
    y = 512
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #15 (0x41D3)
    type = 45 (Hive)
    x = 1312
    y = 720
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #16 (0x41F2)
    type = 1 (Apple)
    x = 1344
    y = 784
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #17 (0x4211)
    type = 29 (Giant Ant)
    x = 352
    y = 496
    width = 32
    height = 16
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #18 (0x4230)
    type = 47 (Crab)
    x = 464
    y = 464
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #19 (0x424F)
    type = 47 (Crab)
    x = 16
    y = 432
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #20 (0x426E)
    type = 47 (Crab)
    x = 736
    y = 560
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #21 (0x428D)
    type = 47 (Crab)
    x = 768
    y = 528
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #22 (0x42AC)
    type = 47 (Crab)
    x = 816
    y = 496
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #23 (0x42CB)
    type = 47 (Crab)
    x = 864
    y = 464
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #24 (0x42EA)
    type = 47 (Crab)
    x = 944
    y = 480
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #25 (0x4309)
    type = 47 (Crab)
    x = 976
    y = 496
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #26 (0x4328)
    type = 47 (Crab)
    x = 1088
    y = 512
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #27 (0x4347)
    type = 30 (Phoenix (monsters))
    x = 1200
    y = 560
    width = 16
    height = 16
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #28 (0x4366)
    type = 30 (Phoenix (monsters))
    x = 1136
    y = 528
    width = 16
    height = 16
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #29 (0x4385)
    type = 30 (Phoenix (monsters))
    x = 1248
    y = 576
    width = 16
    height = 16
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #30 (0x43A4)
    type = 30 (Phoenix (monsters))
    x = 1280
    y = 608
    width = 16
    height = 16
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #31 (0x43C3)
    type = 30 (Phoenix (monsters))
    x = 1296
    y = 640
    width = 16
    height = 16
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #32 (0x43E2)
    type = 30 (Phoenix (monsters))
    x = 1312
    y = 672
    width = 16
    height = 16
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #33 (0x4401)
    type = 30 (Phoenix (monsters))
    x = 1328
    y = 752
    width = 16
    height = 16
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #34 (0x4420)
    type = 45 (Hive)
    x = 848
    y = 904
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #35 (0x443F)
    type = 45 (Hive)
    x = 432
    y = 916
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #36 (0x445E)
    type = 1 (Apple)
    x = 32
    y = 800
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #37 (0x447D)
    type = 1 (Apple)
    x = 656
    y = 932
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #38 (0x449C)
    type = 1 (Apple)
    x = 528
    y = 816
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #39 (0x44BB)
    type = 1 (Apple)
    x = 464
    y = 800
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #40 (0x44DA)
    type = 2 (Knif)
    x = 256
    y = 896
    width = 10
    height = 10
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #41 (0x44F9)
    type = 1 (Apple)
    x = 624
    y = 816
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #42 (0x4518)
    type = 29 (Giant Ant)
    x = 592
    y = 864
    width = 32
    height = 16
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #43 (0x4537)
    type = 29 (Giant Ant)
    x = 1072
    y = 944
    width = 32
    height = 16
    xSpeed = -2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #44 (0x4556)
    type = 30 (Phoenix (monsters))
    x = 1216
    y = 960
    width = 16
    height = 16
    xSpeed = -2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #45 (0x4575)
    type = 30 (Phoenix (monsters))
    x = 1328
    y = 944
    width = 16
    height = 16
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #46 (0x4594)
    type = 30 (Phoenix (monsters))
    x = 1504
    y = 912
    width = 16
    height = 16
    xSpeed = -2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #47 (0x45B3)
    type = 24 (Locked Door)
    x = 2000
    y = 928
    width = 16
    height = 24
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 100
    flags = 0
    info1 = 0
    pointer = 0
Object #48 (0x45D2)
    type = 15 (Trigger: Touch Trigger)
    x = 1984
    y = 944
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 100
    flags = 0
    info1 = 0
    pointer = 0
Object #49 (0x45F1)
    type = 14 (Red key)
    x = 1968
    y = 816
    width = 16
    height = 8
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #50 (0x4610)
    type = 29 (Giant Ant)
    x = 1712
    y = 944
    width = 32
    height = 16
    xSpeed = -3
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #51 (0x462F)
    type = 29 (Giant Ant)
    x = 1840
    y = 944
    width = 32
    height = 16
    xSpeed = -2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #52 (0x464E)
    type = 12 (Trigger: Checkpoint)
    x = 112
    y = 944
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 1
    subState = 0
    stateCount = 0
    counter = 2
    flags = 0
    info1 = 0
    pointer = 1758134280 to '*spiders.ddt'
Object #53 (0x466D)
    type = 12 (Trigger: Checkpoint)
    x = 2032
    y = 944
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 1758068744 to '!'
Object #54 (0x468C)
    type = 38 (Falling Spike (monsters))
    x = 1216
    y = 928
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = -56
    flags = 0
    info1 = 0
    pointer = 0
Object #55 (0x46AB)
    type = 15 (Trigger: Touch Trigger)
    x = 1184
    y = 992
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = -56
    flags = 0
    info1 = 0
    pointer = 0
Object #56 (0x46CA)
    type = 38 (Falling Spike (monsters))
    x = 1312
    y = 912
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = -55
    flags = 0
    info1 = 0
    pointer = 0
Object #57 (0x46E9)
    type = 15 (Trigger: Touch Trigger)
    x = 1296
    y = 992
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = -55
    flags = 0
    info1 = 0
    pointer = 0
Object #58 (0x4708)
    type = 38 (Falling Spike (monsters))
    x = 1440
    y = 896
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = -54
    flags = 0
    info1 = 0
    pointer = 0
Object #59 (0x4727)
    type = 15 (Trigger: Touch Trigger)
    x = 1424
    y = 960
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = -54
    flags = 0
    info1 = 0
    pointer = 0
Object #60 (0x4746)
    type = 12 (Trigger: Checkpoint)
    x = 128
    y = 528
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 1
    subState = 0
    stateCount = 0
    counter = 14
    flags = 0
    info1 = 0
    pointer = 1757937672 to '*zeppelin.ddt'
Object #61 (0x4765)
    type = 2 (Knif)
    x = 736
    y = 912
    width = 10
    height = 10
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #62 (0x4784)
    type = 1 (Apple)
    x = 1568
    y = 968
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #63 (0x47A3)
    type = 1 (Apple)
    x = 1728
    y = 440
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 22
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #64 (0x47C2)
    type = 28 (Bonus (Hight jump, knif...))
    x = 1648
    y = 432
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 9
    flags = 0
    info1 = 0
    pointer = 0
Object #65 (0x47E1)
    type = 49 (Epic text)
    x = 1648
    y = 320
    width = 32
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #66 (0x4800)
    type = 1 (Apple)
    x = 1664
    y = 344
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #67 (0x481F)
    type = 1 (Apple)
    x = 1648
    y = 344
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #68 (0x483E)
    type = 12 (Trigger: Checkpoint)
    x = 1648
    y = 336
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 15
    flags = 0
    info1 = 0
    pointer = 1757872136 to '50.jn1'
Object #69 (0x485D)
    type = 29 (Giant Ant)
    x = 1856
    y = 512
    width = 32
    height = 16
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #70 (0x487C)
    type = 1 (Apple)
    x = 1328
    y = 800
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #71 (0x489B)
    type = 1 (Apple)
    x = 1360
    y = 800
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #72 (0x48BA)
    type = 1 (Apple)
    x = 1344
    y = 800
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #73 (0x48D9)
    type = 1 (Apple)
    x = 144
    y = 896
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 9
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #74 (0x48F8)
    type = 29 (Giant Ant)
    x = 688
    y = 688
    width = 32
    height = 16
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #75 (0x4917)
    type = 29 (Giant Ant)
    x = 832
    y = 704
    width = 32
    height = 16
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #76 (0x4936)
    type = 29 (Giant Ant)
    x = 912
    y = 720
    width = 32
    height = 16
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #77 (0x4955)
    type = 29 (Giant Ant)
    x = 960
    y = 752
    width = 32
    height = 16
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #78 (0x4974)
    type = 29 (Giant Ant)
    x = 1008
    y = 704
    width = 32
    height = 16
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #79 (0x4993)
    type = 1 (Apple)
    x = 976
    y = 680
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #80 (0x49B2)
    type = 1 (Apple)
    x = 896
    y = 712
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #81 (0x49D1)
    type = 1 (Apple)
    x = 816
    y = 680
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #82 (0x49F0)
    type = 1 (Apple)
    x = 768
    y = 712
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #83 (0x4A0F)
    type = 1 (Apple)
    x = 736
    y = 744
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #84 (0x4A2E)
    type = 1 (Apple)
    x = 816
    y = 776
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #85 (0x4A4D)
    type = 1 (Apple)
    x = 896
    y = 760
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #86 (0x4A6C)
    type = 28 (Bonus (Hight jump, knif...))
    x = 2000
    y = 736
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 9
    flags = 0
    info1 = 0
    pointer = 0

Save data layer : (0x4A8B)

Level : 0
Health : 6
Score : 0
Inventory (1)
    #0 : 0

String stack :

    0x4AD1 : '*spiders.ddt'
    0x4AE0 : '!'
    0x4AE4 : '*zeppelin.ddt'
    0x4AF4 : '50.jn1'

Starting write background in piture
Done
Starting write object in piture
WARNING : Object type 24 (Locked Door) is ignored at 1712/432
WARNING : Object type 15 (Trigger: Touch Trigger) is ignored at 1728/448
WARNING : Object type 24 (Locked Door) is ignored at 2000/928
WARNING : Object type 15 (Trigger: Touch Trigger) is ignored at 1984/944
WARNING : Object type 12 (Trigger: Checkpoint) is ignored at 112/944
WARNING : Object type 12 (Trigger: Checkpoint) is ignored at 2032/944
WARNING : Object type 15 (Trigger: Touch Trigger) is ignored at 1184/992
WARNING : Object type 15 (Trigger: Touch Trigger) is ignored at 1296/992
WARNING : Object type 15 (Trigger: Touch Trigger) is ignored at 1424/960
WARNING : Object type 12 (Trigger: Checkpoint) is ignored at 128/528
WARNING : Object type 12 (Trigger: Checkpoint) is ignored at 1648/336
