Object layer (124) :

Object #0 (0x4002)
    pointer = 0
Object #12 (0x4176)
    type = 48 (Gator)
    x = 1712
    y = 760
    width = 64
    height = 8
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #13 (0x4195)
    type = 38 (Falling Spike (monsters))
    x = 432
    y = 416
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 1
    flags = 0
    info1 = 0
    pointer = 0
Object #14 (0x41B4)
    type = 38 (Falling Spike (monsters))
    x = 368
    y = 416
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 2
    flags = 0
    info1 = 0
    pointer = 0
Object #15 (0x41D3)
    type = 38 (Falling Spike (monsters))
    x = 304
    y = 416
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 3
    flags = 0
    info1 = 0
    pointer = 0
Object #16 (0x41F2)
    type = 38 (Falling Spike (monsters))
    x = 240
    y = 416
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 4
    flags = 0
    info1 = 0
    pointer = 0
Object #17 (0x4211)
    type = 38 (Falling Spike (monsters))
    x = 176
    y = 432
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 5
    flags = 0
    info1 = 0
    pointer = 0
Object #18 (0x4230)
    type = 38 (Falling Spike (monsters))
    x = 96
    y = 448
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 6
    flags = 0
    info1 = 0
    pointer = 0
Object #19 (0x424F)
    type = 15 (Trigger: Touch Trigger)
    x = 448
    y = 496
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 1
    flags = 0
    info1 = 0
    pointer = 0
Object #20 (0x426E)
    type = 15 (Trigger: Touch Trigger)
    x = 384
    y = 480
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 2
    flags = 0
    info1 = 0
    pointer = 0
Object #21 (0x428D)
    type = 15 (Trigger: Touch Trigger)
    x = 352
    y = 480
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 3
    flags = 0
    info1 = 0
    pointer = 0
Object #22 (0x42AC)
    type = 15 (Trigger: Touch Trigger)
    x = 304
    y = 480
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 4
    flags = 0
    info1 = 0
    pointer = 0
Object #23 (0x42CB)
    type = 15 (Trigger: Touch Trigger)
    x = 176
    y = 512
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 5
    flags = 0
    info1 = 0
    pointer = 0
Object #24 (0x42EA)
    type = 15 (Trigger: Touch Trigger)
    x = 64
    y = 512
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 6
    flags = 0
    info1 = 0
    pointer = 0
Object #25 (0x4309)
    type = 64 (Misc: Eyes)
    x = 256
    y = 512
    width = 16
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #26 (0x4328)
    type = 64 (Misc: Eyes)
    x = 288
    y = 512
    width = 16
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #27 (0x4347)
    type = 26 (Misc: Toggle Wall)
    x = 48
    y = 528
    width = 0
    height = 0
    xSpeed = 1
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 6
    flags = 0
    info1 = 0
    pointer = 0
Object #28 (0x4366)
    type = 24 (Locked Door)
    x = 48
    y = 800
    width = 16
    height = 24
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 8
    flags = 0
    info1 = 0
    pointer = 0
Object #29 (0x4385)
    type = 15 (Trigger: Touch Trigger)
    x = 64
    y = 816
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 8
    flags = 0
    info1 = 0
    pointer = 0
Object #30 (0x43A4)
    type = 14 (Red key)
    x = 272
    y = 432
    width = 16
    height = 8
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #31 (0x43C3)
    type = 48 (Gator)
    x = 128
    y = 520
    width = 64
    height = 8
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #32 (0x43E2)
    type = 48 (Gator)
    x = 272
    y = 488
    width = 64
    height = 8
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #33 (0x4401)
    type = 48 (Gator)
    x = 496
    y = 792
    width = 64
    height = 8
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #34 (0x4420)
    type = 48 (Gator)
    x = 304
    y = 792
    width = 64
    height = 8
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #35 (0x443F)
    type = 64 (Misc: Eyes)
    x = 352
    y = 816
    width = 16
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #36 (0x445E)
    type = 64 (Misc: Eyes)
    x = 384
    y = 816
    width = 16
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #37 (0x447D)
    type = 64 (Misc: Eyes)
    x = 544
    y = 816
    width = 16
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #38 (0x449C)
    type = 64 (Misc: Eyes)
    x = 576
    y = 816
    width = 16
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #39 (0x44BB)
    type = 64 (Misc: Eyes)
    x = 464
    y = 464
    width = 16
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #40 (0x44DA)
    type = 1 (Apple)
    x = 32
    y = 304
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #41 (0x44F9)
    type = 1 (Apple)
    x = 48
    y = 304
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #42 (0x4518)
    type = 1 (Apple)
    x = 32
    y = 320
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #43 (0x4537)
    type = 1 (Apple)
    x = 48
    y = 336
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #44 (0x4556)
    type = 1 (Apple)
    x = 48
    y = 352
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #45 (0x4575)
    type = 1 (Apple)
    x = 48
    y = 368
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #46 (0x4594)
    type = 1 (Apple)
    x = 32
    y = 368
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #47 (0x45B3)
    type = 30 (Phoenix (monsters))
    x = 208
    y = 900
    width = 16
    height = 16
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #48 (0x45D2)
    type = 30 (Phoenix (monsters))
    x = 240
    y = 896
    width = 16
    height = 16
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #49 (0x45F1)
    type = 30 (Phoenix (monsters))
    x = 272
    y = 896
    width = 16
    height = 16
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #50 (0x4610)
    type = 48 (Gator)
    x = 208
    y = 920
    width = 64
    height = 8
    xSpeed = 1
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #51 (0x462F)
    type = 30 (Phoenix (monsters))
    x = 256
    y = 880
    width = 16
    height = 16
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #52 (0x464E)
    type = 30 (Phoenix (monsters))
    x = 272
    y = 864
    width = 16
    height = 16
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #53 (0x466D)
    type = 30 (Phoenix (monsters))
    x = 256
    y = 848
    width = 16
    height = 16
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #54 (0x468C)
    type = 30 (Phoenix (monsters))
    x = 224
    y = 880
    width = 16
    height = 16
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #55 (0x46AB)
    type = 28 (Bonus (Hight jump, knif...))
    x = 160
    y = 896
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 5
    flags = 0
    info1 = 0
    pointer = 0
Object #56 (0x46CA)
    type = 20 (write text small)
    x = 304
    y = 884
    width = 42
    height = 7
    xSpeed = 4
    ySpeed = -1
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 1627652104 to ' GO UP!'
Object #57 (0x46E9)
    type = 20 (write text small)
    x = 448
    y = 772
    width = 42
    height = 7
    xSpeed = 3
    ySpeed = -1
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 1627586568 to ' GO UP!'
Object #58 (0x4708)
    type = 1 (Apple)
    x = 48
    y = 16
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #59 (0x4727)
    type = 15 (Trigger: Touch Trigger)
    x = 32
    y = 16
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 8
    flags = 0
    info1 = 0
    pointer = 0
Object #60 (0x4746)
    type = 1 (Apple)
    x = 32
    y = 16
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #61 (0x4765)
    type = 1 (Apple)
    x = 16
    y = 16
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #62 (0x4784)
    type = 1 (Apple)
    x = 48
    y = 32
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #63 (0x47A3)
    type = 1 (Apple)
    x = 16
    y = 32
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #64 (0x47C2)
    type = 28 (Bonus (Hight jump, knif...))
    x = 80
    y = 336
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #65 (0x47E1)
    type = 1 (Apple)
    x = 352
    y = 512
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #66 (0x4800)
    type = 1 (Apple)
    x = 384
    y = 512
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #67 (0x481F)
    type = 1 (Apple)
    x = 608
    y = 432
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #68 (0x483E)
    type = 1 (Apple)
    x = 816
    y = 432
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #69 (0x485D)
    type = 1 (Apple)
    x = 1040
    y = 512
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #70 (0x487C)
    type = 1 (Apple)
    x = 1072
    y = 624
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #71 (0x489B)
    type = 1 (Apple)
    x = 1296
    y = 624
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #72 (0x48BA)
    type = 1 (Apple)
    x = 1408
    y = 640
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #73 (0x48D9)
    type = 1 (Apple)
    x = 1152
    y = 640
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #74 (0x48F8)
    type = 1 (Apple)
    x = 896
    y = 560
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #75 (0x4917)
    type = 1 (Apple)
    x = 784
    y = 576
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #76 (0x4936)
    type = 30 (Phoenix (monsters))
    x = 96
    y = 736
    width = 16
    height = 16
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #77 (0x4955)
    type = 30 (Phoenix (monsters))
    x = 64
    y = 688
    width = 16
    height = 16
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #78 (0x4974)
    type = 30 (Phoenix (monsters))
    x = 96
    y = 608
    width = 16
    height = 16
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #79 (0x4993)
    type = 12 (Trigger: Checkpoint)
    x = 112
    y = 208
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 1
    subState = 0
    stateCount = 0
    counter = 1
    flags = 0
    info1 = 0
    pointer = 1627455496 to '*zeppelin.ddt'
Object #80 (0x49B2)
    type = 12 (Trigger: Checkpoint)
    x = 1872
    y = 208
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 1627389960 to '!'
Object #81 (0x49D1)
    type = 1 (Apple)
    x = 560
    y = 96
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #82 (0x49F0)
    type = 2 (Knif)
    x = 224
    y = 176
    width = 10
    height = 10
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #83 (0x4A0F)
    type = 30 (Phoenix (monsters))
    x = 384
    y = 192
    width = 16
    height = 16
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #84 (0x4A2E)
    type = 30 (Phoenix (monsters))
    x = 560
    y = 160
    width = 16
    height = 16
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #85 (0x4A4D)
    type = 30 (Phoenix (monsters))
    x = 704
    y = 144
    width = 16
    height = 16
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #86 (0x4A6C)
    type = 1 (Apple)
    x = 928
    y = 64
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #87 (0x4A8B)
    type = 1 (Apple)
    x = 944
    y = 32
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #88 (0x4AAA)
    type = 1 (Apple)
    x = 976
    y = 16
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #89 (0x4AC9)
    type = 1 (Apple)
    x = 1008
    y = 32
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #90 (0x4AE8)
    type = 1 (Apple)
    x = 1024
    y = 64
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #91 (0x4B07)
    type = 30 (Phoenix (monsters))
    x = 992
    y = 160
    width = 16
    height = 16
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #92 (0x4B26)
    type = 22 (Frog (monsters))
    x = 1088
    y = 134
    width = 14
    height = 10
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #93 (0x4B45)
    type = 22 (Frog (monsters))
    x = 1264
    y = 150
    width = 14
    height = 10
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #94 (0x4B64)
    type = 22 (Frog (monsters))
    x = 1392
    y = 182
    width = 14
    height = 10
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #95 (0x4B83)
    type = 15 (Trigger: Touch Trigger)
    x = 1712
    y = 32
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = -12
    flags = 0
    info1 = 0
    pointer = 0
Object #96 (0x4BA2)
    type = 26 (Misc: Toggle Wall)
    x = 1712
    y = 224
    width = 0
    height = 0
    xSpeed = 1
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = -12
    flags = 0
    info1 = 0
    pointer = 0
Object #97 (0x4BC1)
    type = 26 (Misc: Toggle Wall)
    x = 1872
    y = 128
    width = 0
    height = 0
    xSpeed = 0
    ySpeed = 1
    state = 0
    subState = 0
    stateCount = 0
    counter = -12
    flags = 0
    info1 = 0
    pointer = 0
Object #98 (0x4BE0)
    type = 65 (Sparks (monsters))
    x = 1776
    y = 336
    width = 16
    height = 8
    xSpeed = 0
    ySpeed = 2
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #99 (0x4BFF)
    type = 65 (Sparks (monsters))
    x = 1840
    y = 384
    width = 16
    height = 8
    xSpeed = 0
    ySpeed = 2
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #100 (0x4C1E)
    type = 65 (Sparks (monsters))
    x = 1904
    y = 352
    width = 16
    height = 8
    xSpeed = 0
    ySpeed = 2
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #101 (0x4C3D)
    type = 65 (Sparks (monsters))
    x = 1968
    y = 368
    width = 16
    height = 8
    xSpeed = 0
    ySpeed = 2
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #102 (0x4C5C)
    type = 28 (Bonus (Hight jump, knif...))
    x = 112
    y = 80
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #103 (0x4C7B)
    type = 1 (Apple)
    x = 208
    y = 16
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #104 (0x4C9A)
    type = 1 (Apple)
    x = 256
    y = 32
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #105 (0x4CB9)
    type = 1 (Apple)
    x = 288
    y = 16
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #106 (0x4CD8)
    type = 1 (Apple)
    x = 336
    y = 32
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #107 (0x4CF7)
    type = 1 (Apple)
    x = 400
    y = 16
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #108 (0x4D16)
    type = 1 (Apple)
    x = 464
    y = 48
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #109 (0x4D35)
    type = 48 (Gator)
    x = 784
    y = 152
    width = 64
    height = 8
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #110 (0x4D54)
    type = 49 (Epic text)
    x = 112
    y = 16
    width = 32
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #111 (0x4D73)
    type = 12 (Trigger: Checkpoint)
    x = 912
    y = 944
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
