Object layer (121) :

Object #0 (0x4002)
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #9 (0x4119)
    type = 51 (Misc: Big Skull)
    x = 64
    y = 212
    width = 22
    height = 26
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 2
    flags = 0
    info1 = 0
    pointer = 0
Object #10 (0x4138)
    type = 15 (Trigger: Touch Trigger)
    x = 64
    y = 272
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 2
    flags = 0
    info1 = 0
    pointer = 0
Object #11 (0x4157)
    type = 35 (Rolling Stone)
    x = 288
    y = 304
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #12 (0x4176)
    type = 35 (Rolling Stone)
    x = 384
    y = 336
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #13 (0x4195)
    type = 35 (Rolling Stone)
    x = 496
    y = 352
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #14 (0x41B4)
    type = 35 (Rolling Stone)
    x = 608
    y = 304
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #15 (0x41D3)
    type = 35 (Rolling Stone)
    x = 672
    y = 384
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #16 (0x41F2)
    type = 35 (Rolling Stone)
    x = 816
    y = 416
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #17 (0x4211)
    type = 35 (Rolling Stone)
    x = 960
    y = 464
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #18 (0x4230)
    type = 35 (Rolling Stone)
    x = 1088
    y = 464
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #19 (0x424F)
    type = 47 (Crab)
    x = 816
    y = 432
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #20 (0x426E)
    type = 47 (Crab)
    x = 896
    y = 448
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #21 (0x428D)
    type = 47 (Crab)
    x = 800
    y = 352
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #22 (0x42AC)
    type = 47 (Crab)
    x = 816
    y = 304
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #23 (0x42CB)
    type = 47 (Crab)
    x = 832
    y = 256
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #24 (0x42EA)
    type = 2 (Knif)
    x = 1744
    y = 752
    width = 10
    height = 10
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #25 (0x4309)
    type = 47 (Crab)
    x = 1312
    y = 576
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #26 (0x4328)
    type = 14 (Red key)
    x = 848
    y = 176
    width = 16
    height = 8
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #27 (0x4347)
    type = 24 (Locked Door)
    x = 688
    y = 368
    width = 16
    height = 24
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 3
    flags = 0
    info1 = 0
    pointer = 0
Object #28 (0x4366)
    type = 15 (Trigger: Touch Trigger)
    x = 704
    y = 384
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 3
    flags = 0
    info1 = 0
    pointer = 0
Object #29 (0x4385)
    type = 39 (Invincible Snake)
    x = 400
    y = 336
    width = 56
    height = 16
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #30 (0x43A4)
    type = 47 (Crab)
    x = 400
    y = 288
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #31 (0x43C3)
    type = 53 (Ghost)
    x = 880
    y = 480
    width = 16
    height = 16
    xSpeed = -1
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 1
    flags = 0
    info1 = 0
    pointer = 0
Object #32 (0x43E2)
    type = 53 (Ghost)
    x = 992
    y = 496
    width = 16
    height = 16
    xSpeed = -1
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 1
    flags = 0
    info1 = 0
    pointer = 0
Object #33 (0x4401)
    type = 1 (Apple)
    x = 1504
    y = 560
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #34 (0x4420)
    type = 14 (Red key)
    x = 1968
    y = 736
    width = 16
    height = 8
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #35 (0x443F)
    type = 25 (Misc: Collapsing ceiling)
    x = 1408
    y = 640
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 120
    flags = 0
    info1 = 0
    pointer = 0
Object #36 (0x445E)
    type = 15 (Trigger: Touch Trigger)
    x = 1424
    y = 576
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 120
    flags = 0
    info1 = 0
    pointer = 0
Object #37 (0x447D)
    type = 15 (Trigger: Touch Trigger)
    x = 1360
    y = 544
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 121
    flags = 0
    info1 = 0
    pointer = 0
Object #38 (0x449C)
    type = 25 (Misc: Collapsing ceiling)
    x = 1456
    y = 544
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 121
    flags = 0
    info1 = 0
    pointer = 0
Object #39 (0x44BB)
    type = 12 (Trigger: Checkpoint)
    x = 1456
    y = 592
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 1
    subState = 0
    stateCount = 0
    counter = 4
    flags = 0
    info1 = 0
    pointer = 1627848712 to ''
Object #40 (0x44DA)
    type = 12 (Trigger: Checkpoint)
    x = 1376
    y = 592
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 1
    subState = 0
    stateCount = 0
    counter = 5
    flags = 0
    info1 = 0
    pointer = 1627783176 to ''
Object #41 (0x44F9)
    type = 24 (Locked Door)
    x = 1392
    y = 576
    width = 16
    height = 24
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 123
    flags = 0
    info1 = 0
    pointer = 0
Object #42 (0x4518)
    type = 15 (Trigger: Touch Trigger)
    x = 1408
    y = 592
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 123
    flags = 0
    info1 = 0
    pointer = 0
Object #43 (0x4537)
    type = 61 (Lift arrow)
    x = 1664
    y = 592
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = -1
    flags = 0
    info1 = 0
    pointer = 0
Object #44 (0x4556)
    type = 61 (Lift arrow)
    x = 1760
    y = 528
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = -1
    flags = 0
    info1 = 0
    pointer = 0
Object #45 (0x4575)
    type = 61 (Lift arrow)
    x = 1824
    y = 592
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = -1
    flags = 0
    info1 = 0
    pointer = 0
Object #46 (0x4594)
    type = 61 (Lift arrow)
    x = 1888
    y = 464
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = -1
    flags = 0
    info1 = 0
    pointer = 0
Object #47 (0x45B3)
    type = 61 (Lift arrow)
    x = 1968
    y = 592
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = -1
    flags = 0
    info1 = 0
    pointer = 0
Object #48 (0x45D2)
    type = 47 (Crab)
    x = 1952
    y = 512
    width = 16
    height = 16
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #49 (0x45F1)
    type = 47 (Crab)
    x = 1904
    y = 544
    width = 16
    height = 16
    xSpeed = 1
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #50 (0x4610)
    type = 61 (Lift arrow)
    x = 1872
    y = 464
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = -1
    flags = 0
    info1 = 0
    pointer = 0
Object #51 (0x462F)
    type = 61 (Lift arrow)
    x = 1904
    y = 400
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = -1
    flags = 0
    info1 = 0
    pointer = 0
Object #52 (0x464E)
    type = 1 (Apple)
    x = 1888
    y = 384
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #53 (0x466D)
    type = 1 (Apple)
    x = 1952
    y = 448
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #54 (0x468C)
    type = 14 (Red key)
    x = 1984
    y = 448
    width = 16
    height = 8
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #55 (0x46AB)
    type = 53 (Ghost)
    x = 1696
    y = 528
    width = 16
    height = 16
    xSpeed = 3
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 2
    flags = 0
    info1 = 0
    pointer = 0
Object #56 (0x46CA)
    type = 1 (Apple)
    x = 1648
    y = 448
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #57 (0x46E9)
    type = 53 (Ghost)
    x = 1632
    y = 464
    width = 16
    height = 16
    xSpeed = 3
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 2
    flags = 0
    info1 = 0
    pointer = 0
Object #58 (0x4708)
    type = 1 (Apple)
    x = 1008
    y = 448
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #59 (0x4727)
    type = 47 (Crab)
    x = 448
    y = 896
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #60 (0x4746)
    type = 1 (Apple)
    x = 528
    y = 848
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #61 (0x4765)
    type = 1 (Apple)
    x = 464
    y = 848
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #62 (0x4784)
    type = 1 (Apple)
    x = 496
    y = 784
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #63 (0x47A3)
    type = 1 (Apple)
    x = 496
    y = 880
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #64 (0x47C2)
    type = 1 (Apple)
    x = 752
    y = 745
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #65 (0x47E1)
    type = 1 (Apple)
    x = 736
    y = 793
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #66 (0x4800)
    type = 1 (Apple)
    x = 768
    y = 793
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #67 (0x481F)
    type = 1 (Apple)
    x = 720
    y = 841
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #68 (0x483E)
    type = 1 (Apple)
    x = 752
    y = 841
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #69 (0x485D)
    type = 1 (Apple)
    x = 784
    y = 841
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #70 (0x487C)
    type = 1 (Apple)
    x = 800
    y = 889
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #71 (0x489B)
    type = 1 (Apple)
    x = 768
    y = 889
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #72 (0x48BA)
    type = 1 (Apple)
    x = 736
    y = 889
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #73 (0x48D9)
    type = 1 (Apple)
    x = 704
    y = 889
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #74 (0x48F8)
    type = 21 (write text big)
    x = 976
    y = 936
    width = 32
    height = 8
    xSpeed = 3
    ySpeed = -1
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 1627717640 to 'EXIT'
Object #75 (0x4917)
    type = 1 (Apple)
    x = 256
    y = 784
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #76 (0x4936)
    type = 1 (Apple)
    x = 192
    y = 784
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #77 (0x4955)
    type = 1 (Apple)
    x = 208
    y = 768
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #78 (0x4974)
    type = 1 (Apple)
    x = 240
    y = 768
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #79 (0x4993)
    type = 1 (Apple)
    x = 256
    y = 720
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #80 (0x49B2)
    type = 1 (Apple)
    x = 192
    y = 720
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #81 (0x49D1)
    type = 1 (Apple)
    x = 208
    y = 704
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #82 (0x49F0)
    type = 1 (Apple)
    x = 240
    y = 704
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #83 (0x4A0F)
    type = 1 (Apple)
    x = 256
    y = 656
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #84 (0x4A2E)
    type = 1 (Apple)
    x = 192
    y = 656
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #85 (0x4A4D)
    type = 1 (Apple)
    x = 208
    y = 640
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #86 (0x4A6C)
    type = 1 (Apple)
    x = 240
    y = 640
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #87 (0x4A8B)
    type = 1 (Apple)
    x = 192
    y = 592
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #88 (0x4AAA)
    type = 1 (Apple)
    x = 208
    y = 576
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #89 (0x4AC9)
    type = 1 (Apple)
    x = 240
    y = 576
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #90 (0x4AE8)
    type = 1 (Apple)
    x = 256
    y = 592
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #91 (0x4B07)
    type = 32 (Switch)
    x = 224
    y = 576
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = -22
    flags = 0
    info1 = 0
    pointer = 0
Object #92 (0x4B26)
    type = 26 (Misc: Toggle Wall)
    x = 144
    y = 624
    width = 0
    height = 0
    xSpeed = 1
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = -22
    flags = 0
    info1 = 0
    pointer = 0
Object #93 (0x4B45)
    type = 26 (Misc: Toggle Wall)
    x = 144
    y = 688
    width = 0
    height = 0
    xSpeed = 1
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = -22
    flags = 0
    info1 = 0
    pointer = 0
Object #94 (0x4B64)
    type = 26 (Misc: Toggle Wall)
    x = 144
    y = 752
    width = 0
    height = 0
    xSpeed = 1
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = -22
    flags = 0
    info1 = 0
    pointer = 0
Object #95 (0x4B83)
    type = 1 (Apple)
    x = 512
    y = 704
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #96 (0x4BA2)
    type = 1 (Apple)
    x = 528
    y = 672
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #97 (0x4BC1)
    type = 1 (Apple)
    x = 544
    y = 640
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #98 (0x4BE0)
    type = 1 (Apple)
    x = 560
    y = 624
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #99 (0x4BFF)
    type = 1 (Apple)
    x = 592
    y = 608
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #100 (0x4C1E)
    type = 1 (Apple)
    x = 576
    y = 608
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #101 (0x4C3D)
    type = 1 (Apple)
    x = 608
    y = 624
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #102 (0x4C5C)
    type = 1 (Apple)
    x = 624
    y = 656
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #103 (0x4C7B)
    type = 20 (write text small)
    x = 480
    y = 720
    width = 42
    height = 7
    xSpeed = 4
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 1627652104 to ' HOW YA'
Object #104 (0x4C9A)
    type = 20 (write text small)
    x = 480
    y = 728
    width = 54
    height = 7
    xSpeed = 5
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 1627521032 to 'GONNA GET'
Object #105 (0x4CB9)
    type = 20 (write text small)
    x = 480
    y = 736
    width = 54
    height = 7
    xSpeed = 1
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 1627389960 to 'UP THERE?'
Object #106 (0x4CD8)
    type = 28 (Bonus (Hight jump, knif...))
    x = 608
    y = 880
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 9
    flags = 0
    info1 = 0
    pointer = 0
Object #107 (0x4CF7)
    type = 28 (Bonus (Hight jump, knif...))
    x = 608
    y = 864
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 9
    flags = 0
    info1 = 0
    pointer = 0
Object #108 (0x4D16)
    type = 28 (Bonus (Hight jump, knif...))
    x = 608
    y = 896
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 9
    flags = 0
    info1 = 0
    pointer = 0
Object #109 (0x4D35)
    type = 1 (Apple)
    x = 1248
    y = 784
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #110 (0x4D54)
    type = 1 (Apple)
    x = 1712
    y = 480
    width = 12
    height = 12
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #111 (0x4D73)
    type = 24 (Locked Door)
    x = 608
    y = 720
    width = 16
    height = 24
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 345
    flags = 0
    info1 = 0
    pointer = 0
Object #112 (0x4D92)
    type = 15 (Trigger: Touch Trigger)
    x = 624
    y = 736
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
